First Name,Gender,Start Date,Salary,Mgmt,Team
Jose,Male,10/30/04,84834.0,True,Finance
Irene,,7/14/15,100863.0,True,Finance
Todd,,6/10/03,84692.0,False,IT
Johnny,Male,11/6/09,118172.0,True,Sales
Bobby,Male,5/7/07,54043.0,False,Product
Frances,Female,4/4/99,90582.0,True,Sales
Thomas,Male,6/4/95,62096.0,False,Marketing
Bonnie,Female,7/2/91,104897.0,True,HR
Margaret,Female,9/10/88,131604.0,True,Distribution
Charles,Male,9/14/04,107391.0,True,Marketing
Robin,Female,6/4/83,114797.0,True,Sales
Bonnie,Female,11/13/88,115814.0,False,Product
Gerald,,3/17/95,137126.0,True,Sales
Christopher,Male,3/30/08,47369.0,False,Legal
Steven,Male,3/30/80,35095.0,True,IT
Shawn,Male,9/23/05,148115.0,True,Finance
Doris,Female,8/20/04,83072.0,False,Finance
Jeremy,Male,2/1/08,100238.0,True,IT
Annie,,9/29/07,103495.0,True,Business Dev
Annie,Female,1/30/93,144887.0,True,Sales
Donna,Female,11/27/91,64088.0,True,Legal
Janice,Female,3/12/16,51082.0,False,Legal
Janice,,8/21/97,91719.0,True,Legal
James,,1/26/05,128771.0,False,
Linda,Female,5/25/00,119009.0,True,Business Dev
Virginia,,5/7/94,111858.0,True,Legal
Harry,Male,8/26/81,130620.0,False,Legal
Heather,Female,7/11/98,43026.0,False,IT
Cynthia,Female,3/21/94,142321.0,False,Finance
Laura,,7/19/14,140371.0,True,Marketing
Tina,Female,6/16/16,100705.0,True,Marketing
Harold,Male,1/2/85,77544.0,False,Business Dev
Melissa,Female,6/21/05,48109.0,False,Finance
Aaron,Male,2/17/12,61602.0,True,Marketing
Jack,Male,1/12/97,103902.0,False,IT
Phyllis,Female,10/11/96,136984.0,True,Finance
John,Male,12/23/89,80740.0,False,Marketing
Kathy,Female,3/9/96,91712.0,False,Finance
Paul,Male,8/4/93,42146.0,False,Legal
Steven,Male,4/23/13,68680.0,False,Legal
Russell,,5/5/88,133980.0,True,Legal
Christopher,Male,4/22/00,37919.0,False,
Shirley,Female,6/20/01,147113.0,False,Legal
Bonnie,Female,12/17/99,42153.0,True,Business Dev
Willie,Male,11/27/03,64363.0,False,Marketing
Tina,Female,6/12/09,114767.0,True,Engineering
Ashley,Female,8/4/02,58698.0,True,Business Dev
Pamela,Female,7/1/82,54585.0,False,Product
,Male,6/22/91,76189.0,,Legal
Steven,Male,3/1/95,109095.0,False,Finance
Andrea,Female,1/12/12,120204.0,False,Business Dev
Paul,Male,6/3/08,41054.0,False,Marketing
Peter,Male,11/17/94,84885.0,False,Business Dev
Kathleen,,5/9/16,119735.0,False,Product
Christina,Female,4/13/12,110169.0,True,Engineering
Helen,Female,11/29/01,73789.0,True,Product
Marilyn,Female,11/16/83,76078.0,True,Product
Patricia,Female,9/1/03,49368.0,False,HR
Michelle,Female,3/30/84,57325.0,True,HR
William,Male,9/29/02,66521.0,False,HR
Kenneth,Male,8/25/87,127654.0,True,IT
Antonio,Male,10/25/88,60866.0,True,Business Dev
Shirley,Female,5/1/84,41334.0,True,HR
Rebecca,Female,7/10/92,94231.0,False,Product
Carlos,Male,1/4/95,146670.0,False,HR
Lois,Female,12/25/87,106317.0,True,IT
Carolyn,Female,4/9/11,109260.0,True,Business Dev
Gloria,Female,6/29/07,134148.0,True,Legal
Henry,Male,4/24/95,43542.0,False,Legal
Adam,Male,5/21/11,95327.0,False,Distribution
Ashley,Female,5/25/06,112238.0,True,Engineering
,Female,10/3/90,132373.0,,
Shirley,Female,2/28/81,113850.0,False,Marketing
Adam,Male,12/24/90,110194.0,True,Product
Elizabeth,Female,10/9/03,146129.0,False,Finance
Teresa,,1/28/16,140013.0,True,Engineering
Nicole,,3/5/82,122717.0,False,Sales
Jennifer,Female,4/4/09,71715.0,True,IT
Patricia,Female,11/25/92,95322.0,False,Product
Philip,Male,7/17/08,89227.0,False,Legal
Patrick,,7/14/91,124488.0,True,Sales
,Female,8/17/14,86230.0,,Distribution
Sean,Male,5/4/96,135490.0,False,Marketing
Brandon,,11/3/97,121333.0,False,Business Dev
Ruth,Female,8/19/99,129297.0,True,IT
Victor,,3/10/11,84546.0,True,Finance
Rebecca,Female,11/15/80,85730.0,True,Product
Marie,Female,3/16/03,104058.0,True,Business Dev
Howard,Male,4/27/92,105062.0,False,HR
,Female,7/27/05,79536.0,,Product
Norma,Female,2/28/99,114412.0,True,Marketing
James,,11/22/83,68501.0,False,Marketing
Kathy,Female,3/18/00,149563.0,True,Finance
Marilyn,,8/22/99,103386.0,False,Distribution
Arthur,Male,4/13/98,89786.0,True,Legal
Terry,Male,9/3/90,52226.0,False,IT
Mary,Female,8/13/99,134645.0,False,Business Dev
,Female,3/23/14,59148.0,,Legal
,Female,7/9/91,42341.0,,Sales
Christopher,Male,12/24/11,142178.0,True,Sales
Peter,,9/3/87,38989.0,True,Marketing
Michelle,Female,11/4/96,53754.0,True,Product
Irene,Female,1/29/92,133772.0,True,Sales
Patrick,Male,8/17/07,143499.0,True,Engineering
Sara,Female,9/23/91,97058.0,False,Finance
Lillian,Female,12/21/08,85446.0,True,Engineering
,,9/18/07,40297.0,,IT
Willie,Male,2/17/98,146651.0,True,Engineering
Victor,Male,1/8/03,124486.0,False,Product
Wayne,Male,4/7/12,102652.0,True,Distribution
Jane,Female,9/3/97,144474.0,False,Product
Jessica,Female,10/23/95,68759.0,True,Finance
Mark,Male,4/12/08,57286.0,True,Business Dev
Randy,Male,11/14/99,58129.0,True,Distribution
Lillian,Female,6/19/99,123940.0,True,Business Dev
Ruth,,5/18/99,98233.0,True,Distribution
Jerry,Male,12/18/03,140810.0,True,IT
Sandra,Female,1/19/83,42090.0,True,Legal
,Female,2/23/05,149654.0,,Sales
Roger,Male,11/19/04,51430.0,False,Marketing
Charles,Male,10/14/00,71749.0,False,Legal
Clarence,Male,5/2/98,85700.0,False,Sales
Carol,Female,3/19/96,57783.0,False,Finance
Lois,Female,10/18/13,36946.0,False,Engineering
Barbara,,5/3/03,99326.0,True,Legal
Rebecca,Female,2/18/95,109259.0,True,Legal
Irene,Female,1/30/04,131038.0,False,Distribution
Ronald,Male,4/30/14,121068.0,True,Product
Steven,Male,11/10/85,62719.0,False,IT
Carolyn,Female,11/6/12,69268.0,False,IT
Maria,Female,12/27/90,36067.0,True,Product
Jonathan,Male,7/17/09,130581.0,True,
Gary,Male,8/12/87,89661.0,False,Finance
Kimberly,Female,7/15/97,36643.0,False,Marketing
Roger,Male,11/8/82,140558.0,True,Sales
Diana,Female,1/4/13,103521.0,True,Business Dev
Willie,Male,6/6/06,55281.0,True,Marketing
Brandon,Male,3/27/06,115711.0,True,Finance
Patricia,Female,12/6/12,114079.0,True,IT
Katherine,Female,11/14/99,57531.0,False,IT
Jonathan,Male,10/12/87,141069.0,False,HR
Emily,Female,9/20/07,89434.0,False,Engineering
Ruth,Female,8/12/86,44639.0,True,Legal
Linda,Female,6/24/06,110967.0,True,HR
Lisa,Female,11/2/09,115387.0,False,IT
Evelyn,Female,5/24/80,81673.0,True,Engineering
Julie,Female,7/23/89,109588.0,False,Engineering
Mary,Female,5/30/09,92544.0,False,IT
Matthew,Male,7/31/13,142373.0,False,Marketing
Douglas,Male,9/3/99,83341.0,True,IT
Gregory,,6/15/92,98865.0,True,Finance
Billy,Male,3/13/95,120444.0,True,Finance
,Female,6/17/91,71945.0,,Marketing
Gregory,Male,1/29/00,109564.0,False,Legal
Jason,Male,10/17/99,78417.0,False,Finance
Daniel,Male,4/30/10,106947.0,True,Legal
Sarah,Female,9/14/95,87298.0,False,Distribution
Harry,Male,10/1/15,64579.0,True,Sales
Kathy,Female,4/19/95,50905.0,True,Finance
Todd,Male,4/13/99,59728.0,True,IT
Bobby,Male,9/23/94,51685.0,True,Engineering
Jeremy,Male,6/8/00,49542.0,True,Distribution
George,,2/24/88,38375.0,False,Legal
Diane,Female,4/18/93,64084.0,False,Product
Marilyn,Female,4/4/97,147663.0,False,HR
Kathryn,Female,2/4/04,73935.0,False,Sales
Irene,Female,2/4/82,40837.0,True,IT
Norma,Female,2/11/15,94393.0,True,Engineering
Laura,Female,4/2/06,42087.0,False,Product
Cheryl,Female,9/23/08,52080.0,False,Legal
Kevin,Male,3/25/82,35061.0,False,Legal
Lillian,,5/12/16,64164.0,False,HR
Phyllis,,4/21/84,94088.0,False,Distribution
Walter,Male,7/6/83,127813.0,False,Finance
Robert,Male,10/27/90,38041.0,True,Engineering
Jimmy,Male,10/7/86,126310.0,True,Product
Clarence,Male,10/8/96,142561.0,False,IT
Victor,Male,4/11/91,70817.0,False,Engineering
Fred,,12/2/84,59937.0,True,HR
Brenda,,7/27/10,106115.0,True,Product
Justin,Male,12/6/92,82782.0,True,Distribution
Betty,Female,6/12/02,104896.0,True,Business Dev
Randy,,2/6/86,133943.0,True,Sales
Sharon,,3/1/90,83658.0,False,Business Dev
Ralph,Male,11/11/04,71896.0,True,Marketing
,,4/28/03,113732.0,,Sales
Edward,Male,5/27/85,110485.0,False,IT
Denise,Female,3/20/09,115118.0,False,HR
Debra,Female,3/13/98,48696.0,False,Legal
,Male,11/25/99,42676.0,,Sales
Michael,Male,1/24/02,43586.0,False,
Henry,Male,2/6/95,89258.0,True,HR
Gloria,Female,3/27/07,90730.0,False,Distribution
Marie,Female,8/6/95,100308.0,False,Product
Anne,Female,7/16/86,69134.0,True,Engineering
Sarah,,11/21/85,58295.0,True,Engineering
Stephanie,Female,3/24/83,50141.0,True,HR
Roy,Male,9/23/04,101941.0,False,IT
,Female,8/5/09,115145.0,,Distribution
,Male,2/4/05,40451.0,,Distribution
Irene,Female,3/3/82,56526.0,True,Finance
,Female,8/2/92,145316.0,,HR
Thomas,Male,4/6/11,103235.0,True,HR
Frank,,11/20/01,58563.0,True,Marketing
Fred,Male,2/20/80,74129.0,False,Product
Nicholas,Male,4/12/94,74669.0,True,Product
Howard,Male,10/5/82,97490.0,True,Marketing
Debra,Female,2/22/94,104250.0,True,Business Dev
Christine,Female,7/3/89,94345.0,False,Finance
Brenda,,5/29/91,82439.0,False,Sales
Betty,Female,6/28/05,51613.0,False,Distribution
Ruby,Female,11/8/00,105946.0,False,Business Dev
Kevin,Male,7/12/97,46080.0,False,Business Dev
Arthur,Male,1/1/14,134610.0,True,HR
Carl,,2/7/14,125104.0,False,IT
Todd,Male,3/11/09,107281.0,True,Engineering
Brenda,Female,10/6/05,141521.0,False,IT
Judy,Female,9/16/97,65931.0,False,HR
Todd,Male,2/2/84,69989.0,True,Finance
Lois,Female,11/9/11,147183.0,True,IT
Walter,,12/21/99,66757.0,False,Distribution
Jessica,Female,9/27/85,75145.0,True,Legal
Jeremy,Male,6/14/88,129460.0,True,
Tammy,Female,11/11/84,132839.0,True,IT
Anne,Female,3/7/00,44537.0,True,IT
Jesse,Male,10/25/99,118733.0,False,Marketing
Virginia,Female,10/20/99,46905.0,False,Distribution
Jesse,Male,3/2/81,79582.0,False,Legal
Jeremy,,11/10/96,55394.0,True,Sales
Daniel,Male,9/15/07,123811.0,True,HR
Patrick,,8/30/04,137314.0,True,Marketing
Emily,Female,1/13/88,36711.0,True,HR
Alan,Male,6/26/88,111786.0,True,Engineering
James,Male,7/11/15,72257.0,False,Engineering
Adam,Male,7/5/07,71276.0,True,HR
Joan,,7/25/80,38712.0,False,IT
Jeremy,Male,8/12/81,46930.0,True,Finance
Margaret,Female,2/6/93,125220.0,False,Marketing
Mark,Male,4/1/84,121477.0,True,Business Dev
Marilyn,Female,9/26/81,86386.0,False,Distribution
Cheryl,Female,9/8/09,81308.0,True,Legal
Benjamin,Male,9/11/84,84810.0,False,Marketing
Harold,Male,2/20/90,66775.0,True,Legal
Ernest,,1/18/02,72145.0,True,Finance
Gerald,Male,4/16/01,121604.0,True,Sales
Judy,Female,7/1/91,109510.0,True,Legal
Bobby,Male,3/31/96,112117.0,False,
Bobby,,9/1/95,108127.0,False,IT
Marie,Female,10/3/13,123711.0,False,Product
Kathy,Female,12/18/13,132381.0,False,Business Dev
Roy,Male,8/6/06,148225.0,False,Finance
Jacqueline,Female,11/25/81,145988.0,False,Marketing
,Female,7/8/08,62960.0,,Sales
Julie,Female,3/23/86,56926.0,False,Sales
Douglas,Male,1/8/02,41428.0,False,Product
Linda,Female,12/16/90,115658.0,True,Sales
Ruby,Female,12/10/88,76707.0,False,Business Dev
Russell,Male,1/2/05,60388.0,False,IT
Jeffrey,Male,6/18/97,45150.0,True,Product
Aaron,Male,1/29/94,58755.0,True,Marketing
Samuel,Male,12/19/91,76076.0,True,Finance
,Male,1/27/10,87760.0,,Engineering
Randy,Male,3/16/14,135119.0,False,IT
Evelyn,Female,9/3/83,36759.0,True,Marketing
Fred,Male,2/13/87,121723.0,True,Product
Shirley,Female,6/8/86,110061.0,False,IT
Todd,Male,5/23/11,85074.0,False,IT
Robert,Male,11/18/14,85799.0,False,Finance
Mark,Male,1/22/07,75150.0,True,Legal
Earl,Male,1/5/00,91344.0,True,Sales
Richard,Male,9/27/05,86326.0,False,Product
Michael,Male,11/22/91,98753.0,True,HR
Steven,Male,5/12/09,113060.0,True,Sales
Carlos,Male,9/19/07,77327.0,True,Finance
Marie,Female,10/20/11,62666.0,False,Product
Ronald,Male,2/24/09,96633.0,True,Engineering
Scott,Male,5/12/09,58248.0,False,Business Dev
Steven,Male,11/21/06,83706.0,True,HR
James,Male,11/22/98,74086.0,True,HR
Lori,Female,3/31/88,95389.0,False,Sales
Philip,Male,8/2/89,129968.0,False,Finance
Phyllis,Female,11/24/05,140347.0,False,Sales
Thomas,,8/31/95,41549.0,False,Sales
Cynthia,Female,12/3/12,74287.0,False,Sales
,Male,10/9/11,69906.0,,Engineering
,Male,4/22/97,65078.0,,Marketing
Elizabeth,Female,11/10/05,106406.0,True,Legal
Andrea,Female,9/14/03,115913.0,False,Legal
Judy,Female,2/1/90,38092.0,False,Distribution
Russell,Male,8/13/14,121160.0,False,Engineering
Scott,Male,12/17/11,90429.0,False,Product
Sarah,Female,5/22/94,64207.0,True,IT
Susan,Female,9/25/04,80688.0,True,Sales
Margaret,Female,5/5/14,55044.0,False,Sales
Joshua,Male,11/9/09,72893.0,False,Distribution
Justin,,4/15/05,96978.0,False,Finance
Juan,Male,4/16/02,97364.0,False,Product
Gloria,,7/19/83,140885.0,False,HR
Jennifer,,1/24/89,58520.0,True,IT
Edward,Male,8/4/89,66067.0,True,
Marilyn,Female,12/17/82,147183.0,False,Business Dev
Mary,Female,10/18/09,87721.0,False,Product
Linda,Female,7/15/09,144001.0,False,Business Dev
Larry,Male,8/27/03,91133.0,False,Sales
Albert,Male,2/1/97,67827.0,True,Engineering
Kenneth,Male,4/13/99,81839.0,False,Sales
,Female,12/31/06,81444.0,,Distribution
Gregory,,7/9/11,137661.0,True,Sales
Brandon,Male,10/16/15,112548.0,False,Engineering
Stephen,Male,4/9/87,111249.0,True,HR
Russell,Male,10/30/94,114334.0,False,Product
,Female,9/18/02,118906.0,,Marketing
Pamela,,7/15/01,72979.0,False,Sales
Scott,Male,8/3/96,64172.0,True,Engineering
,Female,4/18/96,107024.0,,
Carlos,Male,7/28/10,50167.0,False,Product
Jack,Male,12/24/80,106995.0,False,Product
Debra,Female,1/19/10,70492.0,False,IT
Phyllis,Female,1/15/95,125881.0,False,Sales
Robert,Male,10/29/94,123294.0,False,IT
Gloria,Female,9/19/89,131045.0,True,Product
Sharon,,10/28/84,97635.0,True,IT
Barbara,,4/26/01,94493.0,True,Sales
Marilyn,Female,8/15/89,140502.0,True,Sales
Ralph,Male,10/27/10,106310.0,True,IT
Harry,,12/5/96,46240.0,True,Engineering
Robin,Female,1/8/98,111163.0,True,Product
Kathy,Female,11/25/01,93753.0,True,Sales
Rose,Female,7/6/02,63494.0,True,HR
Clarence,Male,1/13/05,116693.0,True,Distribution
Doris,Female,7/29/92,85215.0,True,HR
Kathryn,Female,6/9/88,86439.0,False,Finance
Billy,,3/16/04,62913.0,True,Marketing
Norma,Female,4/16/96,38872.0,True,Business Dev
Richard,,11/28/92,124655.0,True,Engineering
Craig,Male,2/8/84,113506.0,False,Marketing
Sarah,,7/20/90,109980.0,False,Sales
Sharon,Female,3/9/14,91522.0,False,Finance
Mary,Female,8/22/10,42214.0,True,Business Dev
Steve,,2/23/02,83159.0,True,Distribution
Joe,Male,12/5/10,144082.0,True,IT
Jeremy,Male,5/29/94,47885.0,True,HR
Ernest,Male,8/14/12,126232.0,True,Sales
Kevin,Male,6/23/81,134598.0,False,Business Dev
Jacqueline,Female,2/11/07,66604.0,False,Legal
Johnny,Male,9/14/92,115194.0,True,Marketing
Gary,Male,8/18/11,49101.0,True,Business Dev
Shirley,,11/16/90,67811.0,False,Finance
,Male,6/29/08,111043.0,,Distribution
Sarah,,8/31/81,37748.0,False,HR
Julia,Female,3/2/82,36403.0,True,Finance
Dorothy,Female,11/5/13,140136.0,True,Business Dev
Justin,Male,5/22/86,121508.0,True,Finance
Kevin,Male,11/20/86,79906.0,True,Sales
Victor,Male,9/24/05,123144.0,True,Product
Deborah,Female,11/25/80,46953.0,False,IT
Matthew,,6/9/03,79443.0,False,HR
Alice,Female,5/2/86,51395.0,True,Finance
Todd,Male,3/16/16,134408.0,True,HR
Frank,Male,1/10/81,71853.0,True,Sales
Christopher,Male,5/13/99,68028.0,True,Finance
Rose,Female,5/28/15,149903.0,False,HR
Andrea,Female,10/1/10,79123.0,False,Distribution
Charles,Male,12/16/99,104014.0,False,Legal
Jessica,,3/7/15,121160.0,False,IT
Wanda,Female,7/20/08,65362.0,True,Legal
Joyce,Female,2/7/95,50701.0,True,
Billy,Male,12/1/06,144709.0,True,Distribution
Kathryn,Female,8/29/07,53061.0,True,Finance
Denise,Female,3/18/01,36697.0,True,Sales
Jason,Male,11/20/98,69244.0,True,
Nicholas,Male,3/1/13,101036.0,True,HR
Aaron,Male,7/22/90,52119.0,True,IT
Louise,Female,5/13/03,46666.0,True,Business Dev
Julie,Female,4/23/98,73437.0,True,Finance
Kathy,Female,5/8/87,86318.0,True,Sales
,Male,5/24/16,76409.0,,Distribution
Chris,Male,12/12/06,71642.0,False,
Cheryl,Female,8/16/94,67150.0,True,Marketing
Gregory,Male,5/15/09,142208.0,True,Engineering
Wayne,Male,1/30/92,81183.0,False,IT
Beverly,Female,11/30/05,107163.0,True,HR
Willie,Male,8/22/09,55038.0,False,Legal
Terry,,7/15/16,140002.0,True,Marketing
Scott,Male,11/17/12,146812.0,True,Marketing
Annie,Female,12/19/94,40119.0,True,HR
,Male,2/21/95,136602.0,,Marketing
Ruth,Female,10/24/00,69579.0,True,HR
Deborah,,2/3/83,101457.0,False,Engineering
Patricia,Female,1/9/15,121232.0,False,Legal
Albert,Male,9/30/07,102626.0,False,Finance
Charles,,3/1/87,137171.0,True,Marketing
Tina,Female,1/17/05,88276.0,False,Legal
Jeremy,Male,8/9/01,43354.0,False,Marketing
Craig,Male,4/14/96,125556.0,False,Engineering
Jose,Male,7/11/02,59862.0,False,Product
Lawrence,Male,5/13/05,74640.0,False,Marketing
Helen,Female,10/31/97,52875.0,False,Legal
Walter,Male,8/4/07,58789.0,False,Sales
Amy,Female,6/19/02,122897.0,True,Engineering
Janice,Female,6/28/97,136032.0,True,Marketing
Stephen,Male,5/9/15,141958.0,True,Legal
Ryan,Male,7/20/93,139917.0,False,Distribution
Sharon,Female,3/12/02,147635.0,False,HR
Joshua,Male,7/10/84,68230.0,False,IT
Clarence,Male,8/20/92,124365.0,False,Business Dev
Jonathan,Male,8/15/02,104749.0,False,Engineering
Stephanie,Female,11/26/92,122121.0,True,Engineering
Kathy,Female,10/25/96,143541.0,False,HR
Albert,Male,8/14/08,137840.0,False,Business Dev
Michael,Male,5/22/11,73354.0,False,Business Dev
Richard,Male,7/4/97,47647.0,True,
Amy,Female,3/30/08,106249.0,False,Sales
,Female,4/27/13,93847.0,,Business Dev
Beverly,,5/3/95,104815.0,False,Product
,Female,4/26/92,115436.0,,HR
Joe,Male,4/14/00,50645.0,False,Marketing
Ashley,Female,8/15/97,142415.0,True,Finance
Howard,Male,4/9/12,37984.0,False,Distribution
Cheryl,Female,12/3/14,71751.0,False,Business Dev
Robert,Male,3/11/07,135882.0,False,Legal
Sharon,Female,7/1/11,46007.0,True,IT
Judith,Female,11/23/07,117055.0,False,Marketing
Nicholas,,9/9/89,58478.0,True,Distribution
Jerry,Male,1/30/95,121357.0,False,Business Dev
Craig,Male,11/1/05,44857.0,False,Finance
Barbara,Female,3/21/02,47322.0,True,Sales
Eugene,Male,5/24/84,81077.0,False,Sales
Johnny,Male,2/26/16,76394.0,True,Marketing
Benjamin,Male,5/5/13,114356.0,False,IT
Diana,Female,6/13/94,41831.0,False,Business Dev
Barbara,,12/10/80,90187.0,True,Distribution
Christine,Female,2/1/03,72613.0,False,Legal
Sean,Male,2/11/13,42748.0,False,Distribution
Sarah,Female,11/3/80,37259.0,False,IT
Roger,Male,8/3/15,125033.0,True,Marketing
,Female,6/24/14,38275.0,,Distribution
,Male,4/20/80,71520.0,,Engineering
Donald,Male,7/14/95,106472.0,True,IT
Clarence,Male,11/3/15,103684.0,True,Engineering
Scott,Male,11/23/96,96111.0,False,HR
Ann,Female,11/4/84,90719.0,False,Business Dev
Frank,Male,4/27/03,140303.0,False,Legal
Joe,Male,7/4/83,62161.0,True,Business Dev
Wanda,Female,4/6/93,78883.0,False,
Jimmy,Male,11/19/13,63549.0,False,
Amy,,12/25/84,63888.0,True,Product
Larry,Male,1/8/99,97370.0,False,Sales
Gloria,Female,4/12/92,66224.0,True,Legal
Ruth,Female,12/12/96,97915.0,True,HR
Diana,Female,1/19/95,86883.0,True,Product
Raymond,Male,2/16/09,37812.0,False,HR
Peter,Male,2/22/03,56580.0,True,
,,9/25/81,83895.0,,Engineering
Catherine,Female,8/31/13,58047.0,True,Distribution
Diane,Female,7/5/82,124889.0,True,Sales
Peter,,10/13/14,118840.0,True,IT
Steve,Male,8/22/95,67780.0,True,HR
Barbara,Female,3/22/04,144677.0,False,Finance
Helen,,12/2/93,45724.0,False,Product
Jimmy,,8/26/83,86676.0,True,Product
Christopher,Male,4/23/14,82401.0,False,IT
Kathleen,Female,6/13/14,35575.0,False,Distribution
Virginia,Female,5/2/10,123649.0,True,Marketing
Lisa,Female,2/26/05,38078.0,True,Product
Earl,Male,2/11/14,52620.0,False,Product
Gerald,,1/8/92,133366.0,False,Legal
Louise,Female,9/18/81,91462.0,False,Marketing
Clarence,Male,8/26/82,146589.0,True,Business Dev
Cynthia,Female,9/14/91,51633.0,True,Business Dev
Adam,Male,10/8/10,45181.0,False,HR
Justin,Male,9/6/99,62454.0,True,Sales
,Female,12/2/09,84746.0,,Finance
Ruby,Female,5/1/99,147362.0,True,Engineering
Amanda,Female,8/1/04,80803.0,True,Distribution
Anna,Female,4/15/08,117293.0,False,IT
Roger,Male,7/3/10,105689.0,True,Marketing
Julie,,2/4/99,93302.0,True,Product
Joseph,Male,9/10/92,102555.0,True,Product
Evelyn,Female,9/22/98,51525.0,False,Finance
Janice,Female,1/2/84,41190.0,True,Sales
Sara,Female,2/25/80,75484.0,False,Finance
Gregory,Male,6/18/84,82726.0,True,Marketing
Philip,Male,7/18/85,122319.0,False,Engineering
Barbara,Female,9/2/91,127297.0,True,Product
Amanda,Female,6/7/02,109290.0,False,Engineering
Phyllis,,10/25/85,99150.0,False,IT
Anne,Female,10/26/96,71930.0,True,Product
Arthur,Male,12/16/14,66819.0,True,Marketing
Jane,Female,6/1/94,42424.0,False,Distribution
Linda,Female,8/18/85,51431.0,False,Engineering
Ashley,Female,11/17/99,120675.0,False,HR
Shawn,Male,12/3/09,96610.0,True,IT
Kathleen,Female,9/20/96,71430.0,False,Engineering
Sara,,10/7/83,87713.0,True,Legal
Randy,Male,5/2/02,86723.0,False,Engineering
Andrew,Male,3/29/85,43414.0,True,IT
Marilyn,Female,8/9/06,87145.0,False,HR
Johnny,Male,1/8/95,91124.0,True,Distribution
,Female,4/1/80,48141.0,,
Susan,Female,4/18/86,90829.0,False,Marketing
Ruby,Female,7/7/80,101262.0,False,IT
Kelly,Female,8/16/96,41427.0,False,Product
Jonathan,Male,4/6/95,56993.0,False,Marketing
Raymond,Male,1/13/96,114244.0,False,HR
Kimberly,Female,12/30/81,81800.0,True,
,Female,1/13/09,118736.0,,IT
John,Male,1/22/95,66077.0,True,Product
Michael,Male,7/30/93,35013.0,False,Product
Jerry,Male,5/4/03,98393.0,False,IT
Amanda,Female,3/17/82,107111.0,True,Product
Harold,Male,10/18/10,65673.0,True,Legal
